Anahita,37.3*,56200,2.1977299,0.15097027,2.36761,80.32492,254.49318,155.9826817
Penthesilea,23*,56200,3.0045969,0.10068044,3.53453,59.26202,335.51568,338.1124016
Antonia,15.2*,56200,2.7775963,0.0277743,4.44037,62.78226,37.42779,11.19628
Atropos,18.6*,56200,2.3964877,0.1592214,20.43542,120.79293,159.07181,115.983368
Philagoria,20.1*,56200,3.0400752,0.1235548,3.68251,119.92614,92.86655,145.19279
Sapientia,35.7*,56200,2.7708997,0.16249193,4.76342,39.86755,134.10947,2.0738505
Adelheid,40.8*,56200,3.1203211,0.07032949,21.62876,265.11102,211.25724,314.2287274
Elvira,22.6*,56200,2.8848231,0.0879742,1.16305,136.99178,231.56627,345.32031
Paulina,27.7*,56200,2.7548658,0.1331827,7.82128,140.03672,62.08487,102.54519
Thule,40.6*,56200,4.2776435,0.00855964,2.33783,75.71331,73.62175,234.6972283
Philia,15.2*,56200,2.9442743,0.1066939,7.4439,89.41152,9.94327,140.18325
Clorinde,13.8*,56200,2.3389348,0.08060226,9.02948,296.54674,144.99598,251.0556551
Emma,37.9*,56200,3.0471991,0.14888704,7.99223,53.61876,304.3874,227.7219801
Amalia,20.5*,56200,2.3582603,0.22281617,8.06377,57.44812,233.90236,339.7257786
Regina,16.7*,56200,3.0839656,0.2076128,17.6187,14.66061,311.40626,242.37391
Iclea,33.6*,56200,3.1935706,0.0299664,17.90264,214.73123,149.14259,166.56441
Nephthys,45.9*,56200,2.3526133,0.02321328,10.02798,117.87923,142.43828,106.6292605
Glauke,22.6*,56200,2.765093,0.2050999,4.32869,84.1716,120.21105,236.30177
Nenetta,26.3*,56200,2.8731969,0.2053937,6.69607,189.15951,182.1421,181.11791
Bruna,10.5*,56200,2.338108,0.2570485,22.32538,105.05115,10.52592,145.6638
Alice,10.8*,56200,2.2221663,0.0919443,1.85449,331.71635,161.66774,58.62574
Ludovica,26.4*,56200,2.5292696,0.0326324,14.90999,286.29676,43.61306,44.56547
Brasilia,21.6*,56200,2.8594784,0.1070887,15.59138,87.61667,61.38982,181.87902
Felicia,25.2*,56200,3.146131,0.2408112,6.2911,184.8853,136.03228,328.25296
Theresia,19.2*,56200,2.7948594,0.1723009,2.70795,148.52563,276.07436,330.87655
Caecilia,26.4*,56200,3.1639115,0.1433646,7.55317,354.53075,332.135,231.24918
Baptistina,13.3*,56200,2.2635821,0.0959389,6.28758,135.25828,8.2587,164.26438
Thora,11*,56200,2.4350996,0.0627735,1.60363,151.58538,241.55036,36.62589
Geraldina,25.2*,56200,3.2095713,0.0563838,0.73304,328.19348,42.76963,69.56939
Bavaria,20.1*,56200,2.7280989,0.06476926,4.88984,124.85416,142.42758,169.8837712
Clarissa,13.9*,56200,2.4062009,0.11079506,3.41234,54.64182,7.90008,203.9525724
Josephina,38.2*,56200,3.1210712,0.0631215,6.87476,63.86033,344.03201,107.41433
Olga,23.7*,56200,2.4044064,0.22087142,15.83725,172.50954,159.16384,53.1253442
